,pj_alias,status,pj_github_url,corrected_pj_github_url,pj_github_api_url,correct_url_found,has_hard_fork,ratio_of_duplicate_prs,total_pull_requests,duplicate_prs,total_forks
141,kafka,1,https://github.com/apache/Kafka,https://github.com/apache/Kafka,https://api.github.com/repos/apache/Kafka,TRUE,FALSE,0.01,100,1,100
142,knox,1,https://github.com/apache/Knox,https://github.com/apache/Knox,https://api.github.com/repos/apache/Knox,TRUE,FALSE,0,12,0,100
143,kudu,1,https://github.com/apache/Kudu,https://github.com/apache/Kudu,https://api.github.com/repos/apache/Kudu,TRUE,FALSE,0,6,0,100
144,kylin,1,https://github.com/apache/Kylin,https://github.com/apache/Kylin,https://api.github.com/repos/apache/Kylin,TRUE,FALSE,0.095238095,42,4,100
145,lens,1,https://github.com/apache/Lens,https://github.com/apache/Lens,https://api.github.com/repos/apache/Lens,TRUE,FALSE,0.230769231,13,3,97
146,lenya,1,https://github.com/apache/Lenya,https://github.com/apache/Lenya,https://api.github.com/repos/apache/Lenya,TRUE,FALSE,0,0,0,10
147,libcloud,1,https://github.com/apache/Libcloud,https://github.com/apache/Libcloud,https://api.github.com/repos/apache/Libcloud,TRUE,FALSE,0,17,0,100
148,log4cxx,1,https://github.com/apache/log4cxx,https://github.com/apache/log4cxx,https://api.github.com/repos/apache/log4cxx,TRUE,,0,0,0,0
150,log4net,1,https://github.com/apache/log4net,https://github.com/apache/logging-log4net,https://api.github.com/repos/apache/logging-log4net,TRUE,FALSE,0,0,0,100
151,log4php,1,https://github.com/apache/Log4php,https://github.com/apache/logging-log4php,https://api.github.com/repos/apache/logging-log4php,TRUE,FALSE,0,5,0,67
152,lucenenet,1,https://github.com/apache/Lucene.NET,https://github.com/apache/Lucene.NET,https://api.github.com/repos/apache/Lucene.NET,TRUE,FALSE,0,4,0,100
153,lucy,1,https://github.com/apache/Lucy,https://github.com/apache/Lucy,https://api.github.com/repos/apache/Lucy,TRUE,FALSE,0,1,0,28
154,madlib,1,https://github.com/apache/MADlib,https://github.com/apache/MADlib,https://api.github.com/repos/apache/MADlib,TRUE,FALSE,0,1,0,100
155,manifoldcf,1,https://github.com/apache/ManifoldCF,https://github.com/apache/ManifoldCF,https://api.github.com/repos/apache/ManifoldCF,TRUE,FALSE,0,13,0,57
156,marmotta,1,https://github.com/apache/Marmotta,https://github.com/apache/Marmotta,https://api.github.com/repos/apache/Marmotta,TRUE,FALSE,0,9,0,55
158,mesos,1,https://github.com/apache/Mesos,https://github.com/apache/Mesos,https://api.github.com/repos/apache/Mesos,TRUE,FALSE,0,20,0,100
159,metamodel,1,https://github.com/apache/MetaModel,https://github.com/apache/MetaModel,https://api.github.com/repos/apache/MetaModel,TRUE,FALSE,6.666666667,3,20,100
160,metron,1,https://github.com/apache/Metron,https://github.com/apache/Metron,https://api.github.com/repos/apache/Metron,TRUE,FALSE,0,24,0,100
161,mnemonic,1,https://github.com/apache/Mnemonic,https://github.com/apache/Mnemonic,https://api.github.com/repos/apache/Mnemonic,TRUE,FALSE,0,1,0,58
162,mod_ftp,1,https://github.com/apache/mod_ftp,https://github.com/OutOfOrder/mod_ftpd,https://api.github.com/repos/OutOfOrder/mod_ftpd,TRUE,,0,0,0,0
163,mrunit,1,https://github.com/apache/MRUnit,https://github.com/apache/MRUnit,https://api.github.com/repos/apache/MRUnit,TRUE,FALSE,0,1,0,27
165,myfaces,1,https://github.com/apache/MyFaces,https://github.com/apache/MyFaces,https://api.github.com/repos/apache/MyFaces,TRUE,FALSE,0,0,0,52
166,mynewt,1,https://github.com/apache/Mynewt,https://github.com/apache/mynewt-core,https://api.github.com/repos/apache/mynewt-core,TRUE,FALSE,0,17,0,100
167,netbeans,1,https://github.com/apache/NetBeans,https://github.com/apache/NetBeans,https://api.github.com/repos/apache/NetBeans,TRUE,FALSE,0,98,0,100
168,nifi,1,https://github.com/apache/NiFi,https://github.com/apache/NiFi,https://api.github.com/repos/apache/NiFi,TRUE,FALSE,0.037037037,81,3,100
169,nutch,1,https://github.com/apache/Nutch,https://github.com/apache/Nutch,https://api.github.com/repos/apache/Nutch,TRUE,FALSE,0,15,0,100
170,streams,1,https://github.com/apache/Streams,https://github.com/apache/Streams,https://api.github.com/repos/apache/Streams,TRUE,FALSE,0,0,0,41
171,nuvem,1,https://github.com/apache/Nuvem,https://github.com/apache/Nuvem,https://api.github.com/repos/apache/Nuvem,TRUE,FALSE,0,0,0,5
172,ode,1,https://github.com/apache/Ode,https://github.com/apache/Ode,https://api.github.com/repos/apache/Ode,TRUE,FALSE,0,2,0,58
173,ofbiz,1,https://github.com/apache/OFBiz,https://github.com/apache/OFBiz,https://api.github.com/repos/apache/OFBiz,TRUE,FALSE,0,12,0,100
174,ognl,1,https://github.com/apache/OGNL,https://github.com/apache/commons-ognl,https://api.github.com/repos/apache/commons-ognl,TRUE,FALSE,0,1,0,33
175,olingo,1,https://github.com/apache/Olingo,https://github.com/apache/olingo-odata4,https://api.github.com/repos/apache/olingo-odata4,TRUE,FALSE,0,20,0,100
176,onami,1,https://github.com/apache/Onami,https://github.com/apache/Onami,https://api.github.com/repos/apache/Onami,TRUE,FALSE,0,0,0,3
177,oodt,1,https://github.com/apache/OODT,https://github.com/apache/OODT,https://api.github.com/repos/apache/OODT,TRUE,FALSE,0,3,0,59
178,oozie,1,https://github.com/apache/Oozie,https://github.com/apache/Oozie,https://api.github.com/repos/apache/Oozie,TRUE,FALSE,0,34,0,100
179,climate,1,https://github.com/apache/climate,https://github.com/apache/climate,https://api.github.com/repos/apache/climate,TRUE,FALSE,0,5,0,100
180,openejb,1,https://github.com/apache/OpenEJB,https://github.com/apache/OpenEJB,https://api.github.com/repos/apache/OpenEJB,TRUE,FALSE,0,0,0,27
181,openjpa,1,https://github.com/apache/OpenJPA,https://github.com/apache/OpenJPA,https://api.github.com/repos/apache/OpenJPA,TRUE,FALSE,0,12,0,97
182,openmeetings,1,https://github.com/apache/Openmeetings,https://github.com/apache/Openmeetings,https://api.github.com/repos/apache/Openmeetings,TRUE,FALSE,0,3,0,100
183,opennlp,1,https://github.com/apache/OpenNLP,https://github.com/apache/OpenNLP,https://api.github.com/repos/apache/OpenNLP,TRUE,FALSE,0,18,0,100
184,openoffice,1,https://github.com/apache/OpenOffice.org,https://github.com/apache/openoffice,https://api.github.com/repos/apache/openoffice,TRUE,FALSE,0,12,0,100
185,openwebbeans,1,https://github.com/apache/OpenWebBeans,https://github.com/apache/OpenWebBeans,https://api.github.com/repos/apache/OpenWebBeans,TRUE,FALSE,0,0,0,45
186,openwhisk,1,https://github.com/apache/OpenWhisk,https://github.com/apache/OpenWhisk,https://api.github.com/repos/apache/OpenWhisk,TRUE,FALSE,0,36,0,100
187,parquet,1,https://github.com/apache/Parquet,https://github.com/apache/parquet-mr,https://api.github.com/repos/apache/parquet-mr,TRUE,FALSE,0.06185567,97,6,100
188,pdfbox,1,https://github.com/apache/PDFBox,https://github.com/apache/PDFBox,https://api.github.com/repos/apache/PDFBox,TRUE,FALSE,0,19,0,100
189,phoenix,1,https://github.com/apache/Phoenix,https://github.com/apache/Phoenix,https://api.github.com/repos/apache/Phoenix,TRUE,FALSE,0.06,100,6,100
190,pig,1,https://github.com/apache/Pig,https://github.com/apache/Pig,https://api.github.com/repos/apache/Pig,TRUE,FALSE,0,7,0,100
191,pivot,1,https://github.com/apache/Pivot,https://github.com/apache/Pivot,https://api.github.com/repos/apache/Pivot,TRUE,FALSE,0,0,0,27
192,plc4x,1,https://github.com/apache/PLC4X,https://github.com/apache/PLC4X,https://api.github.com/repos/apache/PLC4X,TRUE,FALSE,0,14,0,100
193,pluto,1,https://github.com/apache/Pluto,https://github.com/apache/Pluto,https://api.github.com/repos/apache/Pluto,TRUE,FALSE,0,1,0,9
194,predictionio,1,https://github.com/apache/PredictionIO,https://github.com/apache/PredictionIO,https://api.github.com/repos/apache/PredictionIO,TRUE,FALSE,0,17,0,100
195,pulsar,1,https://github.com/apache/Pulsar,https://github.com/apache/Pulsar,https://api.github.com/repos/apache/Pulsar,TRUE,FALSE,0,100,0,100
196,qpid,1,https://github.com/apache/Qpid,https://github.com/apache/Qpid,https://api.github.com/repos/apache/Qpid,TRUE,FALSE,0,1,0,84
197,wookie,1,https://github.com/apache/Wookie,https://github.com/apache/Wookie,https://api.github.com/repos/apache/Wookie,TRUE,FALSE,0,1,0,9
198,ranger,1,https://github.com/apache/Ranger,https://github.com/apache/Ranger,https://api.github.com/repos/apache/Ranger,TRUE,FALSE,0,80,0,100
199,rat,1,https://github.com/apache/RAT,https://github.com/apache/creadur-rat,https://api.github.com/repos/apache/creadur-rat,TRUE,FALSE,0,6,0,25
200,rave,1,https://github.com/apache/Rave,https://github.com/apache/Rave,https://api.github.com/repos/apache/Rave,TRUE,FALSE,0,0,0,14
201,reef,1,https://github.com/apache/REEF,https://github.com/apache/REEF,https://api.github.com/repos/apache/REEF,TRUE,FALSE,3.666666667,6,22,100
202,river,1,https://github.com/apache/River,https://github.com/apache/river-container,https://api.github.com/repos/apache/river-container,TRUE,FALSE,0,0,0,5
203,rocketmq,1,https://github.com/apache/RocketMQ,https://github.com/apache/RocketMQ,https://api.github.com/repos/apache/RocketMQ,TRUE,FALSE,0.05,100,5,100
204,roller,1,https://github.com/apache/Roller,https://github.com/apache/Roller,https://api.github.com/repos/apache/Roller,TRUE,FALSE,0,2,0,100
205,samza,1,https://github.com/apache/Samza,https://github.com/apache/Samza,https://api.github.com/repos/apache/Samza,TRUE,FALSE,0.024390244,41,1,100
206,sanselan,1,https://github.com/apache/Sanselan,https://github.com/apache/Sanselan,https://api.github.com/repos/apache/Sanselan,TRUE,FALSE,0,1,0,17
207,sentry,1,https://github.com/apache/Sentry,https://github.com/apache/Sentry,https://api.github.com/repos/apache/Sentry,TRUE,FALSE,0,9,0,81
208,servicecomb,1,https://github.com/apache/ServiceComb,https://github.com/apache/servicecomb-java-chassis,https://api.github.com/repos/apache/servicecomb-java-chassis,TRUE,FALSE,1.666666667,3,5,100
209,servicemix,1,https://github.com/apache/ServiceMix,https://github.com/apache/ServiceMix,https://api.github.com/repos/apache/ServiceMix,TRUE,FALSE,0,1,0,100
210,shindig,1,https://github.com/apache/Shindig,https://github.com/apache/Shindig,https://api.github.com/repos/apache/Shindig,TRUE,FALSE,0,4,0,45
211,shiro,1,https://github.com/apache/Shiro,https://github.com/apache/Shiro,https://api.github.com/repos/apache/Shiro,TRUE,FALSE,0.0625,16,1,100
212,sis,1,https://github.com/apache/SIS,https://github.com/apache/SIS,https://api.github.com/repos/apache/SIS,TRUE,FALSE,0,1,0,42
213,skywalking,1,https://github.com/apache/SkyWalking,https://github.com/apache/SkyWalking,https://api.github.com/repos/apache/SkyWalking,TRUE,FALSE,0,3,0,100
214,sling,1,https://github.com/apache/Sling,https://github.com/apache/Sling,https://api.github.com/repos/apache/Sling,TRUE,FALSE,0,0,0,100
215,solr,1,https://github.com/apache/Solr,https://github.com/apache/Solr,https://api.github.com/repos/apache/Solr,TRUE,FALSE,0.012658228,79,1,100
216,spamassassin,1,https://github.com/apache/SpamAssassin,https://github.com/apache/SpamAssassin,https://api.github.com/repos/apache/SpamAssassin,TRUE,FALSE,0,0,0,57
217,spark,1,https://github.com/apache/Spark,https://github.com/apache/Spark,https://api.github.com/repos/apache/Spark,TRUE,FALSE,0.02,100,2,100
218,sqoop,1,https://github.com/apache/Sqoop,https://github.com/apache/Sqoop,https://api.github.com/repos/apache/Sqoop,TRUE,FALSE,0,22,0,100
219,stanbol,1,https://github.com/apache/Stanbol,https://github.com/apache/Stanbol,https://api.github.com/repos/apache/Stanbol,TRUE,FALSE,0,15,0,75
220,stdcxx,1,https://github.com/apache/stdcxx,https://github.com/apache/stdcxx,https://api.github.com/repos/apache/stdcxx,TRUE,FALSE,0,0,0,27
221,storm,1,https://github.com/apache/Storm,https://github.com/apache/Storm,https://api.github.com/repos/apache/Storm,TRUE,FALSE,0.0625,48,3,100
222,stratos,1,https://github.com/apache/Stratos,https://github.com/apache/Stratos,https://api.github.com/repos/apache/Stratos,TRUE,FALSE,0.222222222,9,2,100
223,subversion,1,https://github.com/apache/Subversion,https://github.com/apache/Subversion,https://api.github.com/repos/apache/Subversion,TRUE,FALSE,0,1,0,100
224,synapse,1,https://github.com/apache/Synapse,https://github.com/apache/Synapse,https://api.github.com/repos/apache/Synapse,TRUE,FALSE,0,1,0,46
225,syncope,1,https://github.com/apache/Syncope,https://github.com/apache/Syncope,https://api.github.com/repos/apache/Syncope,TRUE,FALSE,0,2,0,100
226,systemml,1,https://github.com/apache/SystemML,https://github.com/apache/SystemML,https://api.github.com/repos/apache/SystemML,TRUE,FALSE,0,22,0,100
227,tajo,1,https://github.com/apache/Tajo,https://github.com/apache/Tajo,https://api.github.com/repos/apache/Tajo,TRUE,FALSE,0,34,0,100
228,tapestry,1,https://github.com/apache/Tapestry,https://github.com/apache/tapestry-5,https://api.github.com/repos/apache/tapestry-5,TRUE,FALSE,0,22,0,73
229,tez,1,https://github.com/apache/Tez,https://github.com/apache/Tez,https://api.github.com/repos/apache/Tez,TRUE,FALSE,0,47,0,100
230,thrift,1,https://github.com/apache/Thrift,https://github.com/apache/Thrift,https://api.github.com/repos/apache/Thrift,TRUE,FALSE,0,27,0,100
231,tika,1,https://github.com/apache/Tika,https://github.com/apache/Tika,https://api.github.com/repos/apache/Tika,TRUE,FALSE,0,51,0,100
232,tinkerpop,1,https://github.com/apache/TinkerPop,https://github.com/apache/TinkerPop,https://api.github.com/repos/apache/TinkerPop,TRUE,FALSE,0,16,0,100
233,tobago,1,https://github.com/apache/Tobago,https://github.com/apache/myfaces-tobago,https://api.github.com/repos/apache/myfaces-tobago,TRUE,FALSE,0,5,0,19
234,trafficcontrol,1,https://github.com/apache/TrafficControl,https://github.com/apache/TrafficControl,https://api.github.com/repos/apache/TrafficControl,TRUE,FALSE,0,84,0,100
235,trafficserver,1,https://github.com/apache/TrafficServer,https://github.com/apache/TrafficServer,https://api.github.com/repos/apache/TrafficServer,TRUE,FALSE,0,38,0,100
236,trafodion,1,https://github.com/apache/Trafodion,https://github.com/apache/Trafodion,https://api.github.com/repos/apache/Trafodion,TRUE,FALSE,0,24,0,100
237,trinidad,1,https://github.com/apache/Trinidad,https://github.com/apache/myfaces-trinidad,https://api.github.com/repos/apache/myfaces-trinidad,TRUE,FALSE,0,2,0,9
238,tuscany,1,https://github.com/apache/Tuscany,https://github.com/apache/tuscany-sdo,https://api.github.com/repos/apache/tuscany-sdo,TRUE,FALSE,0,1,0,12
239,twill,1,https://github.com/apache/Twill,https://github.com/apache/Twill,https://api.github.com/repos/apache/Twill,TRUE,FALSE,0,3,0,66
240,uima,1,https://github.com/apache/UIMA,https://github.com/apache/uima-uimaj,https://api.github.com/repos/apache/uima-uimaj,TRUE,FALSE,0,3,0,38
241,unomi,1,https://github.com/apache/Unomi,https://github.com/apache/Unomi,https://api.github.com/repos/apache/Unomi,TRUE,FALSE,0,0,0,88
242,usergrid,1,https://github.com/apache/Usergrid,https://github.com/apache/Usergrid,https://api.github.com/repos/apache/Usergrid,TRUE,FALSE,0,21,0,100
243,vcl,1,https://github.com/apache/VCL,https://github.com/apache/VCL,https://api.github.com/repos/apache/VCL,TRUE,FALSE,0,3,0,17
244,vxquery,1,https://github.com/apache/VXQuery,https://github.com/apache/VXQuery,https://api.github.com/repos/apache/VXQuery,TRUE,FALSE,0,10,0,32
245,webwork2,1,https://github.com/openwebwork/webwork2,https://github.com/openwebwork/webwork2,https://api.github.com/repos/openwebwork/webwork2,TRUE,FALSE,0,33,0,100
246,whirr,1,https://github.com/apache/Whirr,https://github.com/apache/Whirr,https://api.github.com/repos/apache/Whirr,TRUE,FALSE,0,4,0,57
247,wicket,1,https://github.com/apache/Wicket,https://github.com/apache/Wicket,https://api.github.com/repos/apache/Wicket,TRUE,FALSE,0.875,8,7,100
248,wink,1,https://github.com/apache/Wink,https://github.com/apache/Wink,https://api.github.com/repos/apache/Wink,TRUE,FALSE,0,2,0,24
249,woden,1,https://github.com/apache/Woden,https://github.com/wso2/wso2-axis2,https://api.github.com/repos/wso2/wso2-axis2,TRUE,FALSE,0,1,0,100
250,xmlbeans,1,https://github.com/apache/XMLBeans,https://github.com/apache/XMLBeans,https://api.github.com/repos/apache/XMLBeans,TRUE,FALSE,0,0,0,41
251,zeppelin,1,https://github.com/apache/Zeppelin,https://github.com/apache/Zeppelin,https://api.github.com/repos/apache/Zeppelin,TRUE,FALSE,0.023529412,85,2,100
252,agila,2,https://github.com/apache/Agila,https://github.com/agilasverige/agilasverige_site,https://api.github.com/repos/agilasverige/agilasverige_site,TRUE,FALSE,0,0,0,1
253,alois,2,https://github.com/apache/Alois,https://github.com/logintas/alois,https://api.github.com/repos/logintas/alois,TRUE,FALSE,0,0,0,1
255,ariatosca,2,https://github.com/apache/AriaTosca,https://github.com/apache/incubator-ariatosca,https://api.github.com/repos/apache/incubator-ariatosca,TRUE,FALSE,0,1,0,46
257,axion,2,https://github.com/apache/Axion,https://github.com/apache/ws-axiom,https://api.github.com/repos/apache/ws-axiom,TRUE,FALSE,0,1,0,7
259,blur,2,https://github.com/apache/Blur,https://github.com/apache/incubator-retired-blur,https://api.github.com/repos/apache/incubator-retired-blur,TRUE,FALSE,0,1,0,33
261,composer,2,https://github.com/apache/Composer,https://github.com/apache/openwhisk-composer,https://api.github.com/repos/apache/openwhisk-composer,TRUE,FALSE,0,1,0,19
262,concerted,2,https://github.com/apache/Concerted,https://github.com/apache/incubator-retired-concerted,https://api.github.com/repos/apache/incubator-retired-concerted,TRUE,FALSE,0,3,0,6
263,corinthia,2,https://github.com/apache/Corinthia,https://github.com/apache/incubator-retired-corinthia,https://api.github.com/repos/apache/incubator-retired-corinthia,TRUE,FALSE,0,0,0,7
264,cotton,2,https://github.com/apache/Cotton,https://github.com/apache/incubator-retired-cotton,https://api.github.com/repos/apache/incubator-retired-cotton,TRUE,FALSE,0,0,0,22
266,droids,2,https://github.com/apache/Droids,https://github.com/trickl/trickl-crawler,https://api.github.com/repos/trickl/trickl-crawler,TRUE,,0,0,0,0
267,gearpump,2,https://github.com/apache/Gearpump,https://github.com/gearpump/gearpump,https://api.github.com/repos/gearpump/gearpump,TRUE,FALSE,0,0,0,100
268,gossip,2,https://github.com/apache/Gossip,https://github.com/apache/incubator-retired-gossip,https://api.github.com/repos/apache/incubator-retired-gossip,TRUE,FALSE,0,4,0,100
270,hdt,2,https://github.com/apache/incubator-retired-hdt,https://github.com/apache/incubator-retired-hdt,https://api.github.com/repos/apache/incubator-retired-hdt,TRUE,FALSE,0,1,0,10
273,horn,2,https://github.com/apache/HORN,https://github.com/apache/incubator-retired-horn,https://api.github.com/repos/apache/incubator-retired-horn,TRUE,FALSE,0,1,0,17
274,htrace,2,https://github.com/apache/incubator-retired-htrace,https://github.com/apache/incubator-retired-htrace,https://api.github.com/repos/apache/incubator-retired-htrace,TRUE,FALSE,0,5,0,65
276,iota,2,https://github.com/apache/iota,https://github.com/apache/incubator-retired-iota,https://api.github.com/repos/apache/incubator-retired-iota,TRUE,FALSE,0,2,0,32
279,kalumet,2,https://github.com/apache/Kalumet,https://github.com/apache/Kalumet,https://api.github.com/repos/apache/Kalumet,TRUE,FALSE,0,0,0,7
284,mrql,2,https://github.com/apache/MRQL,https://github.com/apache/incubator-retired-mrql,https://api.github.com/repos/apache/incubator-retired-mrql,TRUE,FALSE,0,1,0,15
285,nmaven,2,https://github.com/apache/NMaven,https://github.com/apache/maven,https://api.github.com/repos/apache/maven,TRUE,FALSE,0,58,0,100
286,npanday,2,https://github.com/apache/NPanday,https://github.com/apache/NPanday,https://api.github.com/repos/apache/NPanday,TRUE,FALSE,0,1,0,15
287,odf,2,https://github.com/apache/ODFToolkit,https://github.com/apache/ODFToolkit,https://api.github.com/repos/apache/ODFToolkit,TRUE,FALSE,0,3,0,29
289,openaz,2,https://github.com/apache/OpenAz,https://github.com/apache/incubator-retired-openaz,https://api.github.com/repos/apache/incubator-retired-openaz,TRUE,FALSE,0,3,0,25
290,photark,2,https://github.com/apache/PhotArk,https://github.com/apache/PhotArk,https://api.github.com/repos/apache/PhotArk,TRUE,FALSE,0,0,0,7
291,pirk,2,https://github.com/apache/Pirk,https://github.com/apache/incubator-retired-pirk,https://api.github.com/repos/apache/incubator-retired-pirk,TRUE,FALSE,0,4,0,25
292,provisionr,2,https://github.com/apache/Provisionr,https://github.com/apache/incubator-retired-provisionr,https://api.github.com/repos/apache/incubator-retired-provisionr,TRUE,FALSE,0,0,0,9
293,quickstep,2,https://github.com/apache/Quickstep,https://github.com/apache/incubator-retired-quickstep,https://api.github.com/repos/apache/incubator-retired-quickstep,TRUE,FALSE,0,4,0,57
295,ripple,2,https://github.com/apache/Ripple,https://github.com/apache/incubator-retired-ripple,https://api.github.com/repos/apache/incubator-retired-ripple,TRUE,FALSE,0,4,0,58
296,s4,2,https://github.com/apache/S4,https://github.com/apache/incubator-retired-s4,https://api.github.com/repos/apache/incubator-retired-s4,TRUE,FALSE,0,0,0,18
297,sirona,2,https://github.com/apache/Sirona,https://github.com/apache/Sirona,https://api.github.com/repos/apache/Sirona,TRUE,FALSE,0,2,0,50
298,slider,2,https://github.com/apache/Slider,https://github.com/apache/incubator-retired-slider,https://api.github.com/repos/apache/incubator-retired-slider,TRUE,FALSE,0,6,0,74
301,tashi,2,https://github.com/apache/Tashi,https://github.com/apache/Tashi,https://api.github.com/repos/apache/Tashi,TRUE,FALSE,0,2,0,10
305,wave,2,https://github.com/apache/Wave,https://github.com/apache/incubator-retired-wave,https://api.github.com/repos/apache/incubator-retired-wave,TRUE,FALSE,0,2,0,78
307,xap,2,https://github.com/apache/XAP,https://github.com/xap/xap,https://api.github.com/repos/xap/xap,TRUE,FALSE,0,20,0,35
308,xmlbeans-cxx,2,https://github.com/apache/XMLBeans/C++,https://github.com/apache/xmlbeans,https://api.github.com/repos/apache/xmlbeans,TRUE,FALSE,0,0,0,41
309,yoko,2,https://github.com/apache/Yoko,https://github.com/apache/geronimo-yoko,https://api.github.com/repos/apache/geronimo-yoko,TRUE,FALSE,0,0,0,8
310,zeta,2,https://github.com/apache/ZetaComponents,https://github.com/apache/ZetaComponents,https://api.github.com/repos/apache/ZetaComponents,TRUE,FALSE,0,1,0,16
311,zipkin,2,https://github.com/apache/Zipkin,https://github.com/apache/Zipkin,https://api.github.com/repos/apache/Zipkin,TRUE,FALSE,0,18,0,100
