listid,listname,pj_alias,status,start_date,end_date,dev_is_available,commit_is_available,is_in_attic,sponsor,intro,istoplv,start_from_scratch,pj_url,pj_github_url
73,CarbonData,carbondata,1,6/2/2016,4/19/2017,t,t,f,"Incubator
		
		(Jean-Baptiste Onofre)
		 
	   ","Apache CarbonData is a new Apache Hadoop native file format for faster interactive query using advanced columnar storage, index, compression and encoding techniques to improve computing efficiency, in turn it will help speedup queries an order of magnitude faster over PetaBytes of data.
		 
	   ",,,http://incubator.apache.org/projects/carbondata.html,https://github.com/apache/CarbonData
74,Cassandra,cassandra,1,1/1/2009,2/17/2010,t,t,f,"Incubator
		 
	   ","Cassandra
		 
	   ",,,http://incubator.apache.org/projects/cassandra.html,https://github.com/apache/Cassandra
75,Cayenne,cayenne,1,3/9/2006,12/20/2006,t,t,f,"DB
		 
	   ","Robust Persistence
		 
	   ",,,http://incubator.apache.org/projects/cayenne.html,https://github.com/apache/Cayenne
76,Celix,celix,1,11/2/2010,7/16/2014,t,t,f,"Incubator
		 
	   ","Celix is an OSGi like implementation in C with a distinct focus on interoperability between Java and C.
		 
	   ",,,http://incubator.apache.org/projects/celix.html,https://github.com/apache/Celix
77,Chemistry,chemistry,1,4/30/2009,2/16/2010,t,t,f,"Incubator
		 
	   ","Chemistry
		 
	   ",,,http://incubator.apache.org/projects/chemistry.html,https://github.com/apache/Chemistry
78,Chukwa,chukwa,1,7/14/2010,9/27/2013,t,t,f,"Incubator
		 
	   ","Chukwa is a log collection and analysis framework for Apache Hadoop clusters.
		 
	   ",,,http://incubator.apache.org/projects/chukwa.html,https://github.com/apache/Chukwa
79,Clerezza,clerezza,1,11/27/2009,2/20/2013,t,t,f,"Incubator
		
		(Bertrand DelacrÃ©taz)
		 
	   ","an OSGi-based modular application and set of components (bundles) for building RESTFul Semantic Web applications and services.
		 
	   ",,,http://incubator.apache.org/projects/clerezza.html,https://github.com/apache/Clerezza
80,Click,click,1,7/21/2008,11/18/2009,t,t,t,"Incubator
		 
	   ","Component based Java Web Framework
		 
	   ",,,http://incubator.apache.org/projects/click.html,https://github.com/apache/Click
81,CloudStack,cloudstack,1,4/16/2012,3/20/2013,t,t,f,"Incubator
		
		(Jim Jagielski)
		 
	   ","CloudStack is an IaaS (â€œInfrastracture as a Serviceâ€? cloud orchestration platform.
		 
	   ",,,http://incubator.apache.org/projects/cloudstack.html,https://github.com/apache/CloudStack
82,CommonsRDF,commonsrdf,1,3/6/2015,11/28/2016,t,t,f,"Incubator
		
		(Lewis John McGibbney)
		 
	   ","Commons RDF is a set of interfaces and classes for RDF 1.1 concepts and behaviours.  The commons-rdf-api module defines interfaces and testing harness.  The commons-rdf-simple module provides a basic reference implementation to exercise the test harness and clarify API contracts.
		 
	   ",,,http://incubator.apache.org/projects/commonsrdf.html,https://github.com/apache/CommonsRDF
83,Cordova,cordova,1,10/15/2011,10/17/2012,t,t,f,"Incubator
		 
	   ","Apache Cordova is a platform for building native mobile applications using HTML, CSS and JavaScript (formerly Phonegap). The project entered incubation as Callback, but decided to change its name to Cordova on 2011-11-28.
		 
	   ",,,http://incubator.apache.org/projects/cordova.html,https://github.com/apache/Cordova
84,CouchDB,couchdb,1,2/12/2008,11/19/2008,t,t,f,"Incubator
		 
	   ","CouchDB
		 
	   ",,,http://incubator.apache.org/projects/couchdb.html,https://github.com/apache/CouchDB
85,Crunch,crunch,1,5/26/2012,2/20/2013,t,t,f,"Incubator
		
		(Patrick Hunt)
		 
	   ","Crunch is a Java library for writing, testing, and running pipelines of MapReduce jobs on Apache Hadoop.
		 
	   ",,,http://incubator.apache.org/projects/crunch.html,https://github.com/apache/Crunch
86,cTAKES,ctakes,1,6/11/2012,3/20/2013,t,t,f,"Incubator
		
		(JÃ¶rn Kottmann)
		 
	   ","cTAKES (clinical Text Analysis and Knowledge Extraction System) is an natural language processing tool for information extraction from electronic medical record clinical free-text.
		 
	   ",,,http://incubator.apache.org/projects/ctakes.html,https://github.com/apache/cTAKES
87,Curator,curator,1,3/11/2013,9/1/2013,t,t,f,"Incubator
		
		(Patrick Hunt)
		 
	   ","Curator - ZooKeeper client wrapper and rich ZooKeeper framework
		 
	   ",,,http://incubator.apache.org/projects/curator.html,https://github.com/apache/Curator
88,CXF,cxf,1,8/15/2006,4/16/2008,t,t,f,"Incubator
		 
	   ","The CXF project will create a SOA services framework by merges the ObjectWeb Celtix project and the Codehaus XFire project.
		 
	   ",,,http://incubator.apache.org/projects/cxf.html,https://github.com/apache/CXF
89,DataFu,datafu,1,1/5/2014,2/21/2018,t,t,f,"Incubator
		
		(Jakob Homan)
		 
	   ","DataFu provides a collection of Hadoop MapReduce jobs and functions in higher level languages based on it to perform data analysis. It provides functions for common statistics tasks (e.g. quantiles, sampling), PageRank, stream sessionization, and set and bag operations. DataFu also provides Hadoop jobs for incremental data processing in MapReduce.
		 
	   ",,,http://incubator.apache.org/projects/datafu.html,https://github.com/apache/DataFu
90,Deltacloud,deltacloud,1,5/19/2010,10/26/2011,t,t,t,"Incubator
		 
	   ","Deltacloud, cloud API (REST) and abstraction framework
		 
	   ",,,http://incubator.apache.org/projects/deltacloud.html,https://github.com/apache/Deltacloud
91,DeltaSpike,deltaspike,1,12/7/2011,5/28/2013,t,t,f,"Incubator
		 
	   ","DeltaSpike is a collection of JSR-299 (CDI) Extensions for building applications on the Java SE and EE platforms.
		 
	   ",,,http://incubator.apache.org/projects/deltaspike.html,https://github.com/apache/DeltaSpike
92,Derby,derby,1,8/15/2004,7/18/2005,t,t,f,"DB
		 
	   ","Java relational database
		 
	   ",,,http://incubator.apache.org/projects/derby.html,https://github.com/apache/Derby
93,DeviceMap,devicemap,1,1/3/2012,11/19/2014,t,t,t,"Incubator
		
		(Bertrand Delacretaz)
		 
	   ","Apache DeviceMap is a data repository containing device information, images and other relevant information for all sorts of mobile devices, e.g. smartphones and tablets. While the focus is initially on that data, APIs will also be created to use and manage it.
		 
	   ",,,http://incubator.apache.org/projects/devicemap.html,https://github.com/apache/DeviceMap
94,DirectMemory,directmemory,1,10/5/2011,8/15/2012,t,t,t,"Incubator
		 
	   ","DirectMemory's main purpose is to to act as a second level cache able to store large amounts of data without filling up the Java heap and thus avoiding long garbage collection cycles.
		 
	   ",,,http://incubator.apache.org/projects/directmemory.html,https://github.com/apache/DirectMemory
95,Directory,directory,1,10/23/2003,2/23/2005,t,t,f,"Incubator
		 
	   ","Directory projects.
		 
	   ",,,http://incubator.apache.org/projects/directory.html,https://github.com/apache/Directory
96,DistributedLog,distributedlog,1,6/24/2016,7/1/2017,t,t,f,"Incubator
		
		(Flavio Junqueira)
		 
	   ","DistributedLog is a high-performance replicated log service. It offers durability, replication and strong consistency, which provides a fundamental building block for building reliable distributed systems.
		 
	   ",,,http://incubator.apache.org/projects/distributedlog.html,https://github.com/apache/DistributedLog
97,Drill,drill,1,8/11/2012,11/19/2014,t,t,f,"Incubator
		
		(Ted Dunning)
		 
	   ","Drill is a distributed system for interactive analysis of large-scale datasets, inspired by Google's Dremel.
		 
	   ",,,http://incubator.apache.org/projects/drill.html,https://github.com/apache/Drill
98,Dubbo,dubbo,1,2/16/2018,5/15/2019,t,t,f,"Incubator
		
		(Justin Mclean)
		 
	   ","Dubbo is a high-performance, lightweight, java based RPC framework.
		 
	   ",,,http://incubator.apache.org/projects/dubbo.html,https://github.com/apache/Dubbo
99,Eagle,eagle,1,10/26/2015,12/21/2016,t,t,f,"Incubator
		
		(Henry Saputra)
		 
	   ","Apache Eagle is an open source analytics solution for identifying security and performance issues instantly on big data platforms, e.g. Apache Hadoop, Apache Spark. It analyzes data activities, yarn applications, jmx metrics, and daemon logs etc., provides state-of-the-art alert engine to identify security breach, performance issues and shows insights.
		 
	   ",,,http://incubator.apache.org/projects/eagle.html,https://github.com/apache/Eagle
100,EasyAnt,easyant,1,1/31/2011,3/12/2013,t,t,f,"Ant
		
		(Antoine LÃ©vy-Lambert)
		 
	   ","Easyant is a build system based on Apache Ant and Apache Ivy.
		 
	   ",,,http://incubator.apache.org/projects/easyant.html,https://github.com/apache/EasyAnt
101,Empire-db,empire,1,7/8/2008,1/24/2012,t,t,f,"Incubator
		 
	   ","Data persistence component.
		 
	   ",,,http://incubator.apache.org/projects/empire-db.html,https://github.com/apache/Empire-db
102,ESME,esme,1,12/2/2008,12/15/2010,t,t,t,"Incubator
		 
	   ","Enterprise Social Messaging Experiment (ESME) is a secure and highly scalable microsharing and micromessaging platform that allows people to discover and meet one another and get controlled access to other sources of information, all in a business process context.
		 
	   ",,,http://incubator.apache.org/projects/esme.html,https://github.com/apache/ESME
103,Etch,etch,1,9/2/2008,1/16/2013,t,t,t,"Incubator
		 
	   ","A cross-platform, language- and transport-independent framework for building and consuming network services.
		 
	   ",,,http://incubator.apache.org/projects/etch.html,https://github.com/apache/Etch
104,Falcon,falcon,1,3/27/2013,12/17/2014,t,t,f,"Incubator
		
		(Arun Murthy)
		 
	   ","A data processing and management solution for Hadoop designed for data motion, coordination of data pipelines, lifecycle management, and data discovery.
		 
	   ",,,http://incubator.apache.org/projects/falcon.html,https://github.com/apache/Falcon
105,Felix,felix,1,7/19/2005,4/1/2007,t,t,f,"Incubator
		 
	   ","Implementation of the OSGi R4 specification. (Formerly known as Oscar)
		 
	   ",,,http://incubator.apache.org/projects/felix.html,https://github.com/apache/Felix
106,Fineract,fineract,1,12/15/2015,4/19/2017,t,t,f,"Incubator
		
		(Ross Gardler)
		 
	   ","Fineract is an open source system for core banking as a platform.
		 
	   ",,,http://incubator.apache.org/projects/fineract.html,https://github.com/apache/Fineract
107,Flex,flex,1,12/30/2011,12/19/2012,t,t,f,"Incubator
		
		(Bertrand DelacrÃ©taz)
		 
	   ","Application framework for building Flash-based applications.
		 
	   ",,,http://incubator.apache.org/projects/flex.html,https://github.com/apache/Flex
108,Flink,flink,1,4/14/2014,12/17/2014,t,t,f,"Incubator
		
		(Alan Gates)
		 
	   ","Flink is an open source system for expressive, declarative, fast, and efficient data analysis. Stratosphere combines the scalability and programming flexibility of distributed MapReduce-like platforms with the efficiency, out-of-core execution, and query optimization capabilities found in parallel databases.  Flink was originally known as Stratosphere when it entered the Incubator.
		 
	   ",,,http://incubator.apache.org/projects/flink.html,https://github.com/apache/Flink
109,Flume,flume,1,6/13/2011,6/20/2012,t,t,f,"Incubator
		 
	   ","Flume is a distributed, reliable, and available system for efficiently collecting, aggregating, and moving large amounts of log data from many different sources to a centralized data store.
		 
	   ",,,http://incubator.apache.org/projects/flume.html,https://github.com/apache/Flume
110,Fluo,fluo,1,5/17/2016,7/19/2017,t,t,f,"Incubator
		
		(Billie Rinaldi)
		 
	   ","Fluo is a distributed system for incrementally processing large data sets stored in Accumulo.
		 
	   ",,,http://incubator.apache.org/projects/fluo.html,https://github.com/apache/Fluo
111,FreeMarker,freemarker,1,7/1/2015,3/21/2018,t,f,f,"Incubator
		
		(Jacopo Cappellato)
		 
	   ","FreeMarker is a template engine, i.e. a generic tool to generate text output based on templates. FreeMarker is implemented in Java as a class library for programmers.
		 
	   ",,,http://incubator.apache.org/projects/freemarker.html,https://github.com/apache/FreeMarker
112,FtpServer,ftpserver,1,3/29/2003,12/18/2007,t,t,f,"Incubator
		 
	   ","A complete FTP Server based on Mina I/O system.
		 
	   ",,,http://incubator.apache.org/projects/ftpserver.html,https://github.com/apache/FtpServer
113,Geode,geode,1,4/27/2015,11/16/2016,t,t,f,"Incubator
		
		(Roman Shaposhnik)
		 
	   ","Geode is a data management platform that provides real-time, consistent access to data-intensive applications throughout widely distributed cloud architectures.
		 
	   ",,,http://incubator.apache.org/projects/geode.html,https://github.com/apache/Geode
114,Geronimo,geronimo,1,8/6/2003,5/26/2004,t,t,f,"Board
		 
	   ","J2EE Container
		 
	   ",,,http://incubator.apache.org/projects/geronimo.html,https://github.com/apache/Geronimo
115,Giraph,giraph,1,8/1/2011,5/16/2012,t,t,f,"Incubator
		 
	   ","Giraph is a large-scale, fault-tolerant, Bulk Synchronous Parallel (BSP)-based graph processing framework.
		 
	   ",,,http://incubator.apache.org/projects/giraph.html,https://github.com/apache/Giraph
116,Gora,gora,1,9/26/2010,1/15/2012,t,t,f,"Incubator
		 
	   ","Gora is an ORM framework for column stores such as Apache HBase and Apache Cassandra with a specific focus on Hadoop.
		 
	   ",,,http://incubator.apache.org/projects/gora.html,https://github.com/apache/Gora
117,Griffin,griffin,1,12/5/2016,11/21/2018,t,t,f,"Incubator
		
		(Henry Saputra)
		 
	   ","Griffin is a open source Data Quality solution for distributed data systems at any scale in both streaming or batch data context
		 
	   ",,,http://incubator.apache.org/projects/griffin.html,https://github.com/apache/Griffin
118,Groovy,groovy,1,3/17/2015,11/18/2015,t,t,f,"Incubator
		
		(Roman Shaposhnik)
		 
	   ","Groovy is an object-oriented programming language for the Java platform. It is a language with features similar to those of Python, Ruby, Java, Perl, and Smalltalk.
		 
	   ",,,http://incubator.apache.org/projects/groovy.html,https://github.com/apache/Groovy
119,Guacamole,guacamole,1,2/10/2016,11/15/2017,t,t,f,"Incubator
		
		(Jean-Baptiste Onofre)
		 
	   ","Guacamole is an enterprise-grade, protocol-agnostic, remote desktop gateway. Combined with cloud hosting, Guacamole provides an excellent alternative to traditional desktops. Guacamole aims to make cloud-hosted desktop access preferable to traditional, local access.
		 
	   ",,,http://incubator.apache.org/projects/guacamole.html,https://github.com/apache/Guacamole
120,Hama,hama,1,5/20/2008,5/16/2012,t,t,f,"Incubator
		 
	   ","Hama is a distributed computing framework based on BSP (Bulk Synchronous Parallel) computing techniques for massive scientific computations, e.g., matrix, graph and network algorithms.
		 
	   ",,,http://incubator.apache.org/projects/hama.html,https://github.com/apache/Hama
121,Harmony,harmony,1,5/18/2005,10/29/2006,t,t,t,"Incubator
		 
	   ","Compatible implementation of J2SE
		 
	   ",,,http://incubator.apache.org/projects/harmony.html,https://github.com/apache/Harmony
122,HAWQ,hawq,1,9/4/2015,8/15/2018,t,t,f,"Incubator
		
		(Roman Shaposhnik)
		 
	   ","HAWQ is an advanced enterprise SQL on Hadoop analytic engine built around a robust and high-performance massively-parallel processing (MPP) SQL framework evolved from Pivotal Greenplum Database.
		 
	   ",,,http://incubator.apache.org/projects/hawq.html,https://github.com/apache/HAWQ
123,HCatalog,hcatalog,1,3/14/2011,2/13/2013,t,t,f,"Incubator
		 
	   ","HCatalog is a table and storage management service for data created using Apache Hadoop.
		
		
		HCatalog became part of the Hive project
		 
	   ",,,http://incubator.apache.org/projects/hcatalog.html,https://github.com/apache/HCatalog
124,Helix,helix,1,10/14/2012,12/18/2013,t,t,f,"Incubator
		
		(Patrick Hunt)
		 
	   ","Apache Helix is a generic cluster management framework used to build distributed systems and provides automatic partition management, fault tolerance and elasticity.
		 
	   ",,,http://incubator.apache.org/projects/helix.html,https://github.com/apache/Helix
125,Hermes,hermes,1,11/8/2004,6/3/2005,f,f,f,"Web Services
		 
	   ","A robust implementation of the OASIS WS-Notification (WSN) family of specifications
		 
	   ",,,http://incubator.apache.org/projects/hermes.html,https://github.com/apache/Hermes
126,httpd-CLI,httpd-cli,1,7/15/2004,12/16/2004,f,f,f,"HTTP Server
		 
	   ","CLI integration project for httpd server
		 
	   ",,,http://incubator.apache.org/projects/httpd-cli.html,https://github.com/apache/httpd-CLI
127,iBATIS,ibatis,1,8/16/2004,4/27/2005,t,t,t,"Incubator
		 
	   ","The iBATIS Data Mapper framework makes it easier to use a database with Java or .NET applications. iBATIS couples objects with stored procedures or SQL statements using a XML descriptor.
		 
	   ",,,http://incubator.apache.org/projects/ibatis.html,https://github.com/apache/iBATIS
128,Ignite,ignite,1,10/1/2014,9/18/2015,t,t,f,"Incubator
		
		(Konstantin Boudnik)
		 
	   ","A unified In-Memory Data Fabric providing high-performance, distributed in-memory data management software layer between various data sources and user applications.
		 
	   ",,,http://incubator.apache.org/projects/ignite.html,https://github.com/apache/Ignite
129,Impala,impala,1,12/3/2015,11/15/2017,t,t,f,"Incubator
		
		(Tom White)
		 
	   ","Impala is a high-performance C++ and Java SQL query engine for data stored in Apache Hadoop-based clusters.
		 
	   ",,,http://incubator.apache.org/projects/impala.html,https://github.com/apache/Impala
130,Isis,isis,1,9/7/2010,10/17/2012,t,t,f,"Incubator
		 
	   ","The Isis project will be an extensible standards-based framework to rapidly develop and enterprise level deploy domain-driven (DDD) applications.
		 
	   ",,,http://incubator.apache.org/projects/isis.html,https://github.com/apache/Isis
131,Ivy,ivy,1,10/23/2006,10/11/2007,t,t,f,"Ant
		
		(Antoine LÃ©vy-Lambert,Sylvain Wallez)
		 
	   ","A java based tool for tracking, resolving and managing project dependencies.
		 
	   ",,,http://incubator.apache.org/projects/ivy.html,https://github.com/apache/Ivy
132,Jackrabbit,jackrabbit,1,8/28/2004,3/15/2006,t,t,f,"Incubator
		 
	   ","Content Repository API based on JSR 170
		 
	   ",,,http://incubator.apache.org/projects/jackrabbit.html,https://github.com/apache/Jackrabbit
133,JaxMe,jaxme,1,9/15/2003,3/17/2004,t,f,f,"Web Services
		 
	   ","Implementation of JAXB, the specification for Java/XML binding
		 
	   ",,,http://incubator.apache.org/projects/jaxme.html,https://github.com/apache/JaxMe
134,jclouds,jclouds,1,4/29/2013,10/16/2013,t,t,f,"Incubator
		
		(Brian McCallister)
		 
	   ","A cloud agnostic library that enables developers to access a variety of supported cloud providers using one API
		 
	   ",,,http://incubator.apache.org/projects/jclouds.html,https://github.com/apache/jclouds
135,JDO,jdo,1,5/18/2005,12/9/2005,t,t,f,"DB
		 
	   ","JDO2
		 
	   ",,,http://incubator.apache.org/projects/jdo.html,https://github.com/apache/JDO
136,Jena,jena,1,11/23/2010,4/18/2012,t,t,f,"Incubator
		 
	   ","Java framework for building Semantic Web applications.
		 
	   ",,,http://incubator.apache.org/projects/jena.html,https://github.com/apache/Jena
137,Johnzon,johnzon,1,6/9/2014,4/20/2016,t,t,f,"Incubator
		
		(Mark Struberg)
		 
	   ","Implementation of JSR-353 JavaTM API for JSON Processing (Renamed from Fleece)
		 
	   ",,,http://incubator.apache.org/projects/johnzon.html,https://github.com/apache/Johnzon
138,Joshua,joshua,1,2/13/2016,10/17/2018,t,t,f,"Incubator
		
		(Chris Mattmann)
		 
	   ","Joshua is a statistical machine translation toolkit
		 
	   ",,,http://incubator.apache.org/projects/joshua.html,https://github.com/apache/Joshua
139,JSPWiki,jspwiki,1,9/17/2007,7/19/2013,t,t,f,"Incubator
		 
	   ","Java-based wiki engine
		 
	   ",,,http://incubator.apache.org/projects/jspwiki.html,https://github.com/apache/JSPWiki
140,jUDDI,juddi,1,9/15/2003,3/17/2004,t,t,f,"Web Services
		 
	   ","Implementation of a Universal Description Discovery and Integration (UDDI) registry
		 
	   ",,,http://incubator.apache.org/projects/juddi.html,https://github.com/apache/jUDDI
141,Juneau,juneau,1,6/24/2016,10/18/2017,t,t,f,"Incubator
		
		(John D. Ament)
		 
	   ","Apache Juneau is a toolkit for marshalling POJOs to a wide variety of content types using a common framework, and for creating sophisticated self-documenting REST interfaces and microservices using VERY little code.
		 
	   ",,,http://incubator.apache.org/projects/juneau.html,https://github.com/apache/Juneau
142,Kafka,kafka,1,7/4/2011,10/23/2012,t,t,f,"Incubator
		 
	   ","Kafka is a distributed publish-subscribe system for processing large amounts of streaming data.
		 
	   ",,,http://incubator.apache.org/projects/kafka.html,https://github.com/apache/Kafka
143,Knox,knox,1,2/22/2013,2/19/2014,t,t,f,"Incubator
		
		(Devaraj Das)
		 
	   ","Knox Gateway is a system that provides a single point of secure access for Apache Hadoop clusters.
		 
	   ",,,http://incubator.apache.org/projects/knox.html,https://github.com/apache/Knox
144,Kudu,kudu,1,12/3/2015,7/20/2016,t,t,f,"Incubator
		
		(Todd Lipcon)
		 
	   ","Kudu is a distributed columnar storage engine built for the Apache Hadoop ecosystem.
		 
	   ",,,http://incubator.apache.org/projects/kudu.html,https://github.com/apache/Kudu
145,Kylin,kylin,1,11/25/2014,11/18/2015,t,t,f,"Incubator
		
		(Owen Oâ€™Malley)
		 
	   ","Kylin is a distributed and scalable OLAP engine built on Hadoop to support extremely large datasets.
		 
	   ",,,http://incubator.apache.org/projects/kylin.html,https://github.com/apache/Kylin
146,Lens,lens,1,10/10/2014,8/19/2015,t,t,f,"Incubator
		
		(Vinod Kumar Vavilapalli)
		 
	   ","Lens is a platform that enables multi-dimensional queries in a unified way over datasets stored in multiple warehouses. Lens integrates Apache Hive with other data warehouses by tiering them together to form logical data cubes.
		 
	   ",,,http://incubator.apache.org/projects/lens.html,https://github.com/apache/Lens
147,Lenya,lenya,1,3/15/2003,8/18/2004,t,t,t,"Cocoon
		 
	   ","Content Management and publishing system based on Cocoon
		 
	   ",,,http://incubator.apache.org/projects/lenya.html,https://github.com/apache/Lenya
148,Libcloud,libcloud,1,11/1/2009,5/19/2011,t,f,f,"Incubator
		 
	   ","libcloud is a standard client library for many popular cloud providers, written in python
		 
	   ",,,http://incubator.apache.org/projects/libcloud.html,https://github.com/apache/Libcloud
149,log4cxx,log4cxx,1,1/31/2004,1/11/2005,t,f,f,"Logging Services
		 
	   ","Logging for C++. N.B. the code has re-entered the Incubator as log4cxx2.
		 
	   ",,,http://incubator.apache.org/projects/log4cxx.html,https://github.com/apache/log4cxx
150,log4cxx2,log4cxx2,1,12/9/2013,3/16/2017,f,f,f,"Logging Services
		
		(Christian Grobmeier)
		 
	   ","Logging for C++. N.B. This is a reboot of the Log4cxx podling which previously graduated.
		 
	   ",,,http://incubator.apache.org/projects/log4cxx2.html,https://github.com/apache/log4cxx2
151,log4net,log4net,1,1/15/2004,2/21/2007,t,f,f,"Logging Services
		 
	   ","Logging for .NET
		 
	   ",,,http://incubator.apache.org/projects/log4net.html,https://github.com/apache/log4net
152,Log4php,log4php,1,1/31/2004,3/7/2010,t,f,f,"Logging Services
		 
	   ","Logging for PHP.
		 
	   ",,,http://incubator.apache.org/projects/log4php.html,https://github.com/apache/Log4php
153,Lucene.NET,lucenenet,1,2/5/2011,8/15/2012,t,t,f,"Lucene
		 
	   ","Lucene.NET is a source code, class-per-class, API-per-API and algorithmatic port of the Java Lucene search engine to the C# and .NET platform utilizing Microsoft .NET Framework.
		 
	   ",,,http://incubator.apache.org/projects/lucene.net.html,https://github.com/apache/Lucene.NET
